"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,96,3,1,98,90,8,2,94,86,10,4,94,85,12,3,94,,1433,310,22,01/01/2023,12/31/2023
30C0001014,DARTMOUTH-HITCHCOCK CLINIC,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8237,99,1,0,99,93,6,1,96,93,6,1,96,92,7,1,96,,2634,691,26,01/01/2023,12/31/2023
30C0001031,DARTMOUTH HITCHCOCK CLINIC,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 577-4180,99,1,0,100,95,4,1,97,94,5,1,97,92,8,0,97,,1771,456,26,01/01/2023,12/31/2023
30C0001042,NORTH ATLANTIC SURGICAL SUITES LLC,23 KEEYWAYDIN DRIVE,SALEM,NH,03079,,(603) 386-0272,98,2,0,99,93,5,2,96,92,7,1,97,89,10,1,96,,759,404,53,01/01/2023,12/31/2023
30C0001043,MINIMALLY INVASIVE SURGERY CENTER OF NEW ENGLAND,4 HAWTHORNE DRIVE,BEDFORD,NH,03079,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
30C0001044,ATLANTIC COAST SURGICAL SUITES LLC,325-2 LAFAYETTE RD,SEABROOK,NH,03874,,(603) 218-1793,98,2,0,99,92,7,1,95,92,7,1,96,88,11,1,95,,445,185,42,01/01/2023,12/31/2023
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,97,3,0,99,92,6,2,95,85,13,2,94,87,12,1,95,,1110,276,25,01/01/2023,12/31/2023
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,98,2,0,99,89,8,3,93,89,9,2,95,87,11,2,95,,1122,363,32,01/01/2023,12/31/2023
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,98,2,0,99,91,7,2,95,92,7,1,96,91,9,0,97,,1498,417,28,01/01/2023,12/31/2023
31C0001147,SAME DAY SURGERY CENTER,225 MAY ST UNIT C,EDISON,NJ,08837,,(732) 661-0570,96,4,0,98,92,6,2,95,86,12,2,94,82,17,1,94,,1518,328,22,01/01/2023,12/31/2023
31C0001150,DENVILLE SURGERY CENTER,3130 ROUTE 10 WEST SUITE 200,DENVILLE,NJ,07834,,(973) 328-3475,97,3,0,99,92,6,2,95,88,11,1,95,85,13,2,94,,1338,378,28,01/01/2023,12/31/2023
31C0001152,ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,170 PROSPECT AVE  SUITE 10,HACKENSACK,NJ,07601,,(201) 498-0030,97,3,0,98,91,6,3,94,91,8,1,95,92,7,1,96,,931,239,26,01/01/2023,12/31/2023
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,94,5,1,96,96,3,1,97,93,6,1,97,,1144,392,34,01/01/2023,12/31/2023
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,96,4,0,98,85,11,4,91,90,6,4,94,84,14,2,93,,737,206,28,01/01/2023,12/31/2023
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,99,1,0,99,91,6,3,94,93,6,1,96,91,8,1,96,,1239,279,23,01/01/2023,12/31/2023
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,98,1,1,99,91,8,1,95,90,10,0,96,85,14,1,94,,1594,506,32,01/01/2023,12/31/2023
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,96,4,0,98,89,9,2,93,83,16,1,93,76,22,2,91,,1413,286,20,01/01/2023,12/31/2023
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,99,1,0,99,90,8,2,94,90,9,1,97,88,11,1,96,,1018,335,33,01/01/2023,12/31/2023
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,98,2,0,99,90,8,2,94,90,9,1,96,90,9,1,96,,1448,344,24,01/01/2023,12/31/2023
31C0001216,AMBULATORY SURGICAL CENTER OF SOMERVILLE LLC DBA SOMERSET AMBULATORY SURGICAL CENTER,1 US HWY 206 NORTH,SOMERVILLE,NJ,08876,,(908) 393-8360,98,2,0,99,89,8,3,93,90,9,1,96,88,9,3,94,,1071,280,26,01/01/2023,12/31/2023
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,97,3,0,99,95,4,1,97,89,9,2,95,89,9,2,95,,1865,341,18,01/01/2023,12/31/2023
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,99,1,0,99,93,6,1,96,92,7,1,96,88,11,1,95,,1439,494,34,01/01/2023,12/31/2023
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,97,3,0,98,95,4,1,97,93,5,2,96,92,7,1,97,,1352,404,30,01/01/2023,12/31/2023
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,98,2,0,99,94,5,1,96,91,9,0,95,89,10,1,96,,1504,415,28,01/01/2023,12/31/2023
31C0001305,VANGUARD ASC LLC DBA VANGUARD SURGICAL CENTER,113 ESSEX STREET,MAYWOOD,NJ,07607,,(201) 291-9100,99,1,0,99,96,3,1,98,94,5,1,97,94,5,1,98,,1214,395,33,01/01/2023,12/31/2023
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96,4,0,98,91,7,2,95,89,9,2,95,86,12,2,95,,1614,460,29,01/01/2023,12/31/2023
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,98,2,0,99,91,8,1,95,90,8,2,95,85,14,1,94,,1288,282,22,01/01/2023,12/31/2023
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,95,4,1,97,91,8,1,95,90,7,3,95,87,12,1,95,,1363,347,25,01/01/2023,12/31/2023
33C0001012,MILLARD FILLMORE SURGERY CENTER LLC,215 KLEIN RD.,WILLIAMSVILLE,NY,14221,,(716) 568-6184,,,,,,,,,,,,,,,,,4,,,,,
33C0001164,SOUTHTOWNS SURGERY CENTER LLC,5959 BIG TREE ROAD STE 100,ORCHARD PARK,NY,14127,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
33C0001176,PORT JEFFERSON SURGERY CENTER,1500 ROUTE 1R BUILDING 4,PORT JEFFERSON STATIO,NY,11776,,(631) 828-3555,,,,,,,,,,,,,,,,,4,,,,,
34C0001035,LEBAUER ENDOSCOPY CENTER,520 N. ELAM AVE 4TH FLOOR,GREENSBORO,NC,27403,,(336) 323-5259,,,,,,,,,,,,,,,,,4,,,,,
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,98,1,1,99,94,4,2,96,94,5,1,97,90,8,2,96,,1457,248,17,01/01/2023,12/31/2023
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,98,2,0,99,90,7,3,93,86,12,2,94,87,12,1,95,,1784,185,10,01/01/2023,12/31/2023
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,99,1,0,99,91,8,1,95,90,9,1,96,88,11,1,95,,3064,722,24,01/01/2023,12/31/2023
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,99,1,0,99,93,6,1,96,95,4,1,97,93,5,2,97,,934,271,29,01/01/2023,12/31/2023
34C0001215,TRIAD CENTER FOR SURGERY DBA KIMEL PARK SURGERY CENTER,180 KIMEL PARK DRIVE SUITE 200,WINSTON SALEM,NC,27103,,(202) 378-0139,,,,,,,,,,,,,,,,,4,,,,,
34C0001218,SUMMIT HEALTH PARTNERS LLC DBA WESTERN CAROLINA SURGERY CENTER,30 AIRPORT PARK ROAD,FLETCHER,NC,28732,,(828) 900-0220,97,2,1,98,93,6,1,96,90,8,2,95,88,11,1,95,,2632,1032,39,01/01/2023,12/31/2023
34C0001221,WAKE SPINE AND SPECIALTY SURGERY CENTER LLC DBA RALEIGH NEUROSURGICAL AND SPINE SURGERY CENTER,5241 SIX FORKS ROAD SUITE 200,RALEIGH,NC,27609,,(984) 884-1600,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98,2,0,99,95,4,1,97,90,9,1,96,91,9,0,97,,565,209,37,01/01/2023,12/31/2023
35C0001007,ESSENTIA HEALTH WAHPETON ASC,275 11TH ST SOUTH,WAHPETON,ND,58075,,(701) 642-2000,,,,,,,,,,,,,,,,,4,,,,,
36C0001080,TAYLOR STATION SURGICAL CENTER LTD,6150 EAST BROAD ST,COLUMBUS,OH,43213,,(614) 546-4777,,,,,,,,,,,,,,,,,4,,,,,
36C0001091,WHITEHALL SURGERY CENTER,1030 REFUGEE RD SUITE 160,PICKERINGTON,OH,43147,,(614) 604-7450,,,,,,,,,,,,,,,,,4,,,,,
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,98,2,0,99,93,6,1,96,93,6,1,96,89,10,1,95,,1719,601,35,01/01/2023,12/31/2023
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,99,1,0,99,95,4,1,97,92,7,1,96,89,10,1,96,,1207,397,33,01/01/2023,12/31/2023
36C0001222,MAYFIELD SPINE SURGERY CENTER LLC,4020 SMITH RD,CINCINNATI,OH,45209,,(513) 619-5895,99,1,0,99,97,3,0,98,94,5,1,97,93,6,1,97,,1144,412,36,01/01/2023,12/31/2023
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,98,2,0,99,95,4,1,97,91,9,0,96,89,10,1,96,,1037,487,47,01/01/2023,12/31/2023
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,98,2,0,99,91,8,1,95,93,7,0,97,88,11,1,96,,535,234,44,01/01/2023,12/31/2023
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(000) 000-0000,99,1,0,99,94,5,1,97,95,5,0,98,93,7,0,98,3,339,76,22,01/01/2023,12/31/2023
36C0001308,ONYX AND PEARL SURGICAL SUITES LLC,465 NORTH CLEVELAND AVE SUITE 150,WESTERVILLE,OH,43082,,(614) 918-0030,,,,,,,,,,,,,,,,,4,,,,,
36C0001315,NWO SURGERY CENTER LLC,15028 EAST US ROUTE 224,FINDLAY,OH,45840,,(419) 427-3040,,,,,,,,,,,,,,,,,4,,,,,
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,99,1,0,99,93,6,1,96,91,8,1,96,92,7,1,97,,2157,286,13,01/01/2023,12/31/2023
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(000) 000-0000,97,3,0,98,92,7,1,95,90,9,1,96,90,9,1,96,,1131,240,21,01/01/2023,12/31/2023
36C0001343,OSU WEXNER MEDICAL CENTER AMUBLATORY SURGERY CENTER NEW ALBANY,6100 NORTH HAMILTON ROAD 2ND FLOOR SUITE 2D,WESTERVILLE,OH,43081,,(614) 814-8434,98,2,0,99,94,5,1,96,93,5,2,96,91,8,1,96,,9022,1781,20,01/01/2023,12/31/2023
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,96,4,0,98,90,8,2,94,89,9,2,95,85,14,1,94,,1074,358,33,01/01/2023,12/31/2023
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,98,1,1,99,94,5,1,97,90,9,1,95,86,13,1,95,,2401,942,39,01/01/2023,12/31/2023
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,97,3,0,98,92,6,2,95,89,9,2,95,84,13,3,93,,2642,923,35,01/01/2023,12/31/2023
38C0001046,NGC ENDOSCOPY SERVICES LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,97,2,1,98,88,9,3,92,82,15,3,92,83,14,3,93,,1171,305,26,01/01/2023,12/31/2023
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,98,2,0,99,93,6,1,96,89,9,2,95,84,12,4,93,,877,295,34,01/01/2023,12/31/2023
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,97,3,0,98,93,6,1,96,90,8,2,95,88,10,2,95,,3468,895,26,01/01/2023,12/31/2023
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,98,2,0,99,93,6,1,96,90,9,1,96,88,10,2,95,,978,334,34,01/01/2023,12/31/2023
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,95,4,1,97,88,9,3,92,79,16,5,92,79,18,3,91,,1002,264,26,01/01/2023,12/31/2023
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97,2,1,98,92,7,1,95,87,11,2,95,85,13,2,94,,3465,1125,33,01/01/2023,12/31/2023
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,96,4,0,98,91,7,2,95,83,15,2,93,79,20,1,92,,1159,499,43,01/01/2023,12/31/2023
39C0001041,HANOVER SURGICENTER LLC,250 FAME AVE. STE. 130,HANOVER,PA,17331,,(717) 633-1600,,,,,,,,,,,,,,,,,4,,,,,
39C0001096,UPMC HAMOT SURGERY CENTER,200 STATE ST,ERIE,PA,16507,,(814) 453-3900,,,,,,,,,,,,,,,,,4,,,,,
39C0001099,ROY A HIMELFARB SURGERY CENTER,757 NORLAND AVE. STE. 100,CHAMBERSBURG,PA,17201,,(717) 217-6725,99,1,0,100,95,5,0,97,90,10,0,96,86,13,1,95,,1416,418,30,01/01/2023,12/31/2023
39C0001100,YORK ENDOSCOPY CENTER LP,2690 SOUTH FIELD DR,YORK,PA,17403,,(717) 815-4303,,,,,,,,,,,,,,,,,4,,,,,
39C0001123,BERKSHIRE EYE LLC,2220 RIDGEWOOD RD,WYOMISSING,PA,19610,,(610) 736-0144,98,2,0,99,94,5,1,96,93,6,1,96,91,8,1,97,,975,485,50,01/01/2023,12/31/2023
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,96,3,1,98,94,5,1,97,91,7,2,95,90,9,1,96,,1049,314,30,01/01/2023,12/31/2023
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99,1,0,100,93,6,1,96,96,3,1,98,91,7,2,96,,1542,336,22,01/01/2023,12/31/2023
39C0001222,EVANGELICAL COMMUNITY HOSPITAL ENDOSCOPY CENTER,90 MEDICAL PARK,LEWISBURG,PA,17837,,(570) 768-3300,,,,,,,,,,,,,,,,,4,,,,,
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,97,3,0,98,94,5,1,97,93,5,2,96,89,9,2,95,,941,458,49,01/01/2023,12/31/2023
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,98,2,0,99,93,6,1,96,90,9,1,96,86,14,0,95,,1118,307,28,01/01/2023,12/31/2023
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,100,96,4,0,98,95,5,0,98,93,6,1,97,,1598,546,34,01/01/2023,12/31/2023
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,98,2,0,99,93,6,1,96,95,4,1,97,93,6,1,97,,2726,726,27,01/01/2023,12/31/2023
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,100,95,4,1,97,96,4,0,98,95,4,1,98,,1862,617,33,01/01/2023,12/31/2023
39C0001324,PREMIER AT EXTON SURGERY CENTER LLC,491 JOHN YOUNG WAY SUITE 100,EXTON,PA,19341,,(484) 872-8408,,,,,,,,,,,,,,,,,4,,,,,
39C0001327,GEISINGER-HM JOINT VENTURE LLC,10 CHOATE CIRCLE,MONTOURSVILLE,PA,17754,,(570) 368-5566,,,,,,,,,,,,,,,,,4,,,,,
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,99,1,0,100,96,3,1,98,96,3,1,98,97,3,0,99,,1640,628,38,01/01/2023,12/31/2023
39C0001343,GRAND VIEW SURGERY CENTER AT HALEYSVILLE,270 MAIN ST SUITE 100,HARLEYSVILLE,PA,19438,,(267) 429-2550,,,,,,,,,,,,,,,,,4,,,,,
39C0001346,BUCKS COUNTY SURGICAL SUITES,2800 KELLY RD SUITE 100,WARRINGTON,PA,18976,,(215) 607-2100,,,,,,,,,,,,,,,,,4,,,,,
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,95,4,1,97,91,8,1,96,90,9,1,96,,984,340,35,01/01/2023,12/31/2023
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98,2,0,99,94,5,1,97,90,7,3,95,88,10,2,95,,962,327,34,01/01/2023,12/31/2023
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,99,1,0,99,94,4,2,96,94,5,1,97,89,10,1,96,,1240,384,31,01/01/2023,12/31/2023
42C0001049,SOUTH CAROLINA HEALTH SERVICES,40 OKATIE CENTER BLVD S STE 125,OKATIE,SC,29909,,(843) 705-8823,97,3,0,98,91,7,2,95,88,10,2,95,87,12,1,95,,1020,444,44,01/01/2023,12/31/2023
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,98,2,0,99,93,5,2,96,95,3,2,96,94,5,1,98,,823,272,33,01/01/2023,12/31/2023
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,,,,,,,,,,,,,,,,,4,,,,,
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,96,4,0,98,91,7,2,94,92,8,0,96,91,8,1,96,,1078,286,27,01/01/2023,12/31/2023
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,91,8,1,95,91,7,2,96,90,9,1,96,,1108,455,41,01/01/2023,12/31/2023
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,96,3,1,98,91,7,2,94,83,15,2,94,85,14,1,94,,1665,374,23,01/01/2023,12/31/2023
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,97,3,0,99,95,4,1,97,90,8,2,96,92,8,0,97,,833,290,35,01/01/2023,12/31/2023
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,98,2,0,99,92,7,1,96,88,11,1,95,88,11,1,96,,6894,588,9,01/01/2023,12/31/2023
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,96,3,1,98,92,7,1,95,86,11,3,94,84,11,5,92,,1215,233,19,01/01/2023,12/31/2023
44C0001035,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,2020 EXETER,GERMANTOWN,TN,38138,,(901) 682-1233,,,,,,,,,,,,,,,,,4,,,,,
44C0001037,LEBONHEUR EAST SURGERY CENTER II LP,786 ESTATE PL,MEMPHIS,TN,38120,,(901) 516-1420,100,0,0,100,98,2,0,99,100,0,0,97,100,0,0,100,1,16,2,13,01/01/2023,12/31/2023
44C0001056,MEMPHIS GASTROENTEROLOGY ENDOSCOPY CENTER EAST,"8000 WOLF RIVER BLVD., SUITE 200",GERMANTOWN,TN,38138,,(901) 747-3630,,,,,,,,,,,,,,,,,4,,,,,
44C0001060,PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,924 SPRING CREEK RD,CHATTANOOGA,TN,37412,,(423) 899-1600,,,,,,,,,,,,,,,,,4,,,,,
44C0001069,METHODIST SURGERY CENTER GERMANTOWN LP,1363 SOUTH GERMANTOWN RD.,GERMANTOWN,TN,38138,,(901) 516-1420,99,1,0,99,94,5,1,97,95,4,1,97,91,8,1,96,,746,215,29,01/01/2023,12/31/2023
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,93,6,1,96,92,7,1,96,90,10,0,96,,1094,285,26,01/01/2023,12/31/2023
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,95,4,1,97,91,7,2,96,89,9,2,95,,1007,303,30,01/01/2023,12/31/2023
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,93,6,1,96,92,7,1,96,87,12,1,95,,1365,382,28,01/01/2023,12/31/2023
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,96,4,0,98,92,7,1,96,89,9,2,95,90,9,1,96,,1043,328,31,01/01/2023,12/31/2023
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,98,2,0,99,93,6,1,96,93,6,1,96,91,9,0,97,,1271,457,36,01/01/2023,12/31/2023
44C0001118,URLOGY AMBULATORY SURGERY CENTER LLC,"1325 WOLF PARK DR. , SUITE 101",GERMANTOWN,TN,38138,,(901) 516-1420,98,2,0,99,95,4,1,97,95,5,0,97,93,5,2,97,,859,262,31,01/01/2023,12/31/2023
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98,2,0,99,93,6,1,96,90,9,1,96,89,10,1,96,,1154,383,33,01/01/2023,12/31/2023
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,93,6,1,96,91,8,1,96,91,8,1,96,,1194,435,36,01/01/2023,12/31/2023
44C0001133,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH SUITE 800,NASHVILLE,TN,37203,,(615) 284-2524,98,2,0,99,93,6,1,96,91,9,0,96,90,10,0,97,,1254,258,21,01/01/2023,12/31/2023
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98,2,0,99,92,7,1,95,88,9,3,95,85,14,1,94,,1009,249,25,01/01/2023,12/31/2023
44C0001155,CHATTANOOGA PAIN MANAGEMENT CENTER LLC DBA CHATTANOOGA PAIN SURGERY CENTER,1016 EXECUTIVE DR,HIXSON,TN,37343,,(423) 648-4525,96,4,0,98,94,5,1,97,92,6,2,96,91,8,1,96,,1402,416,30,01/01/2023,12/31/2023
