"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
OK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.816,,01/01/2023,12/31/2023
OK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.711,,01/01/2023,12/31/2023
OK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.543,,01/01/2023,12/31/2023
OK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.728,,01/01/2023,12/31/2023
OK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.631,,01/01/2023,12/31/2023
OK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.898,,01/01/2023,12/31/2023
OK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.270,,01/01/2023,12/31/2023
OK,HAI_3_SIR,SSI - Colon Surgery,1.072,,01/01/2023,12/31/2023
OK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.597,,01/01/2023,12/31/2023
OK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.079,,01/01/2023,12/31/2023
OK,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.811,,01/01/2023,12/31/2023
OK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.718,,01/01/2023,12/31/2023
OK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.036,,01/01/2023,12/31/2023
OK,HAI_5_SIR,MRSA Bacteremia,0.866,,01/01/2023,12/31/2023
OK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.301,,01/01/2023,12/31/2023
OK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.368,,01/01/2023,12/31/2023
OK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.333,,01/01/2023,12/31/2023
OR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.481,,01/01/2023,12/31/2023
OR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.710,,01/01/2023,12/31/2023
OR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.587,,01/01/2023,12/31/2023
OR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.803,,01/01/2023,12/31/2023
OR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.074,,01/01/2023,12/31/2023
OR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.931,,01/01/2023,12/31/2023
OR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.825,,01/01/2023,12/31/2023
OR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.187,,01/01/2023,12/31/2023
OR,HAI_3_SIR,SSI - Colon Surgery,0.994,,01/01/2023,12/31/2023
OR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.411,,01/01/2023,12/31/2023
OR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.103,,01/01/2023,12/31/2023
OR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.694,,01/01/2023,12/31/2023
OR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.625,,01/01/2023,12/31/2023
OR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.967,,01/01/2023,12/31/2023
OR,HAI_5_SIR,MRSA Bacteremia,0.782,,01/01/2023,12/31/2023
OR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.460,,01/01/2023,12/31/2023
OR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.557,,01/01/2023,12/31/2023
OR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.507,,01/01/2023,12/31/2023
PA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.677,,01/01/2023,12/31/2023
PA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.790,,01/01/2023,12/31/2023
PA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.732,,01/01/2023,12/31/2023
PA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.620,,01/01/2023,12/31/2023
PA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.716,,01/01/2023,12/31/2023
PA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.667,,01/01/2023,12/31/2023
PA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.847,,01/01/2023,12/31/2023
PA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.035,,01/01/2023,12/31/2023
PA,HAI_3_SIR,SSI - Colon Surgery,0.938,,01/01/2023,12/31/2023
PA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.910,,01/01/2023,12/31/2023
PA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.411,,01/01/2023,12/31/2023
PA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.139,,01/01/2023,12/31/2023
PA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.698,,01/01/2023,12/31/2023
PA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.854,,01/01/2023,12/31/2023
PA,HAI_5_SIR,MRSA Bacteremia,0.773,,01/01/2023,12/31/2023
PA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.484,,01/01/2023,12/31/2023
PA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.531,,01/01/2023,12/31/2023
PA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.507,,01/01/2023,12/31/2023
PR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,2.597,,01/01/2023,12/31/2023
PR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,3.379,,01/01/2023,12/31/2023
PR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),2.969,,01/01/2023,12/31/2023
PR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.820,,01/01/2023,12/31/2023
PR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.143,,01/01/2023,12/31/2023
PR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.971,,01/01/2023,12/31/2023
PR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
PR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
PR,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2023,12/31/2023
PR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.607,,01/01/2023,12/31/2023
PR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,6.490,,01/01/2023,12/31/2023
PR,HAI_4_SIR,SSI - Abdominal Hysterectomy,2.385,,01/01/2023,12/31/2023
PR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.042,,01/01/2023,12/31/2023
PR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.447,,01/01/2023,12/31/2023
PR,HAI_5_SIR,MRSA Bacteremia,0.164,,01/01/2023,12/31/2023
PR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.302,,01/01/2023,12/31/2023
PR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.504,,01/01/2023,12/31/2023
PR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.393,,01/01/2023,12/31/2023
RI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.647,,01/01/2023,12/31/2023
RI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.128,,01/01/2023,12/31/2023
RI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.863,,01/01/2023,12/31/2023
RI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.518,,01/01/2023,12/31/2023
RI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.908,,01/01/2023,12/31/2023
RI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.692,,01/01/2023,12/31/2023
RI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.424,,01/01/2023,12/31/2023
RI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.048,,01/01/2023,12/31/2023
RI,HAI_3_SIR,SSI - Colon Surgery,0.684,,01/01/2023,12/31/2023
RI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.065,,01/01/2023,12/31/2023
RI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.279,,01/01/2023,12/31/2023
RI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.387,,01/01/2023,12/31/2023
RI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.526,,01/01/2023,12/31/2023
RI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.123,,01/01/2023,12/31/2023
RI,HAI_5_SIR,MRSA Bacteremia,0.782,,01/01/2023,12/31/2023
RI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.243,,01/01/2023,12/31/2023
RI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.392,,01/01/2023,12/31/2023
RI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.311,,01/01/2023,12/31/2023
SC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.499,,01/01/2023,12/31/2023
SC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.682,,01/01/2023,12/31/2023
SC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.585,,01/01/2023,12/31/2023
SC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.487,,01/01/2023,12/31/2023
SC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.657,,01/01/2023,12/31/2023
SC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.567,,01/01/2023,12/31/2023
SC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.588,,01/01/2023,12/31/2023
SC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.851,,01/01/2023,12/31/2023
SC,HAI_3_SIR,SSI - Colon Surgery,0.710,,01/01/2023,12/31/2023
SC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.532,,01/01/2023,12/31/2023
SC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.044,,01/01/2023,12/31/2023
SC,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.756,,01/01/2023,12/31/2023
SC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.768,,01/01/2023,12/31/2023
SC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.033,,01/01/2023,12/31/2023
SC,HAI_5_SIR,MRSA Bacteremia,0.893,,01/01/2023,12/31/2023
SC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.306,,01/01/2023,12/31/2023
SC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.370,,01/01/2023,12/31/2023
SC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.337,,01/01/2023,12/31/2023
SD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.459,,01/01/2023,12/31/2023
SD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.993,,01/01/2023,12/31/2023
SD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.688,,01/01/2023,12/31/2023
SD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.653,,01/01/2023,12/31/2023
SD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.165,,01/01/2023,12/31/2023
SD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.881,,01/01/2023,12/31/2023
SD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.421,,01/01/2023,12/31/2023
SD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.016,,01/01/2023,12/31/2023
SD,HAI_3_SIR,SSI - Colon Surgery,0.670,,01/01/2023,12/31/2023
SD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.377,,01/01/2023,12/31/2023
SD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.541,,01/01/2023,12/31/2023
SD,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.812,,01/01/2023,12/31/2023
SD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.300,,01/01/2023,12/31/2023
SD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.781,,01/01/2023,12/31/2023
SD,HAI_5_SIR,MRSA Bacteremia,0.498,,01/01/2023,12/31/2023
SD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.396,,01/01/2023,12/31/2023
SD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.582,,01/01/2023,12/31/2023
SD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.482,,01/01/2023,12/31/2023
TN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.564,,01/01/2023,12/31/2023
TN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.701,,01/01/2023,12/31/2023
TN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.630,,01/01/2023,12/31/2023
TN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.404,,01/01/2023,12/31/2023
TN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.515,,01/01/2023,12/31/2023
TN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.457,,01/01/2023,12/31/2023
TN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.675,,01/01/2023,12/31/2023
TN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.899,,01/01/2023,12/31/2023
TN,HAI_3_SIR,SSI - Colon Surgery,0.781,,01/01/2023,12/31/2023
TN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.687,,01/01/2023,12/31/2023
TN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.218,,01/01/2023,12/31/2023
TN,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.924,,01/01/2023,12/31/2023
TN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.885,,01/01/2023,12/31/2023
TN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.111,,01/01/2023,12/31/2023
TN,HAI_5_SIR,MRSA Bacteremia,0.993,,01/01/2023,12/31/2023
TN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.256,,01/01/2023,12/31/2023
TN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.304,,01/01/2023,12/31/2023
TN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.279,,01/01/2023,12/31/2023
TX,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.588,,01/01/2023,12/31/2023
TX,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.669,,01/01/2023,12/31/2023
TX,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.628,,01/01/2023,12/31/2023
TX,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.424,,01/01/2023,12/31/2023
TX,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.490,,01/01/2023,12/31/2023
TX,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.456,,01/01/2023,12/31/2023
TX,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.701,,01/01/2023,12/31/2023
TX,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.824,,01/01/2023,12/31/2023
TX,HAI_3_SIR,SSI - Colon Surgery,0.760,,01/01/2023,12/31/2023
TX,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.752,,01/01/2023,12/31/2023
TX,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.990,,01/01/2023,12/31/2023
TX,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.865,,01/01/2023,12/31/2023
TX,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.616,,01/01/2023,12/31/2023
TX,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.725,,01/01/2023,12/31/2023
TX,HAI_5_SIR,MRSA Bacteremia,0.669,,01/01/2023,12/31/2023
TX,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.308,,01/01/2023,12/31/2023
TX,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.335,,01/01/2023,12/31/2023
TX,HAI_6_SIR,Clostridium Difficile (C.Diff),0.321,,01/01/2023,12/31/2023
UT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.522,,01/01/2023,12/31/2023
UT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.816,,01/01/2023,12/31/2023
UT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.657,,01/01/2023,12/31/2023
UT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.483,,01/01/2023,12/31/2023
UT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.753,,01/01/2023,12/31/2023
UT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.607,,01/01/2023,12/31/2023
UT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.497,,01/01/2023,12/31/2023
UT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.872,,01/01/2023,12/31/2023
UT,HAI_3_SIR,SSI - Colon Surgery,0.665,,01/01/2023,12/31/2023
UT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.629,,01/01/2023,12/31/2023
UT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.458,,01/01/2023,12/31/2023
UT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.979,,01/01/2023,12/31/2023
UT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.429,,01/01/2023,12/31/2023
UT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.834,,01/01/2023,12/31/2023
UT,HAI_5_SIR,MRSA Bacteremia,0.607,,01/01/2023,12/31/2023
UT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.426,,01/01/2023,12/31/2023
UT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.548,,01/01/2023,12/31/2023
UT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.484,,01/01/2023,12/31/2023
VA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.574,,01/01/2023,12/31/2023
VA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.734,,01/01/2023,12/31/2023
VA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.650,,01/01/2023,12/31/2023
VA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.441,,01/01/2023,12/31/2023
VA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.578,,01/01/2023,12/31/2023
VA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.506,,01/01/2023,12/31/2023
VA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.620,,01/01/2023,12/31/2023
VA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.841,,01/01/2023,12/31/2023
VA,HAI_3_SIR,SSI - Colon Surgery,0.724,,01/01/2023,12/31/2023
VA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.659,,01/01/2023,12/31/2023
VA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.136,,01/01/2023,12/31/2023
VA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.873,,01/01/2023,12/31/2023
VA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.554,,01/01/2023,12/31/2023
VA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.759,,01/01/2023,12/31/2023
VA,HAI_5_SIR,MRSA Bacteremia,0.650,,01/01/2023,12/31/2023
VA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.258,,01/01/2023,12/31/2023
VA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.307,,01/01/2023,12/31/2023
VA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.282,,01/01/2023,12/31/2023
VI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,01/01/2023,12/31/2023
VI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,01/01/2023,12/31/2023
VI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2023,12/31/2023
VI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2023,12/31/2023
VI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_5_SIR,MRSA Bacteremia,Not Available,5,01/01/2023,12/31/2023
VI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
VI,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2023,12/31/2023
VT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.476,,01/01/2023,12/31/2023
VT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.177,,01/01/2023,12/31/2023
VT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.768,,01/01/2023,12/31/2023
VT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.794,,01/01/2023,12/31/2023
VT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.446,,01/01/2023,12/31/2023
VT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.083,,01/01/2023,12/31/2023
VT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.354,,01/01/2023,12/31/2023
VT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.849,,01/01/2023,12/31/2023
VT,HAI_3_SIR,SSI - Colon Surgery,1.998,,01/01/2023,12/31/2023
VT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.270,,01/01/2023,12/31/2023
VT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.886,,01/01/2023,12/31/2023
VT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.060,,01/01/2023,12/31/2023
VT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.404,,01/01/2023,12/31/2023
VT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.266,,01/01/2023,12/31/2023
VT,HAI_5_SIR,MRSA Bacteremia,0.745,,01/01/2023,12/31/2023
VT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.630,,01/01/2023,12/31/2023
VT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.916,,01/01/2023,12/31/2023
VT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.763,,01/01/2023,12/31/2023
WA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.623,,01/01/2023,12/31/2023
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.794,,01/01/2023,12/31/2023
